Modèle,Latence_PC_ms,Latence_Tel_ms,Accuracy,Précision,Rappel,F1-Score,Spécificité,Balanced_Accuracy,ROC_AUC,MCC,Taille_Mo,VN,FP,FN,VP
MobileNetV3-Small,87.6894998550415,11.2,0.5,0.5,1.0,0.6666666666666666,0.0,0.5,0.5547007306333769,0.0,2.9,0,249,0,249
